Student_ID,University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you use University transportation?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,CGPA,Internships,Placed,Salary (INR LPA)
686,2019,Male,23,2017,BCSE,11,Yes,3,2,Offline,No,Yes,1,Intermediate,90,No,No,No,Web development,3,Software,Relationship,Yes,Bachelor,No,No,123,25000,8.07,4,Yes,26.64
687,2020,Male,23,2019,BCSE,8,Yes,3,1,Offline,Yes,Yes,3,Advance,90,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,No,90,62488,7.31,3,Yes,14.93
688,2019,Female,22,2018,BCSE,11,No,1,1,Offline,Yes,Yes,6,Intermediate,86,No,No,No,Programming,2,Software,Single,No,Family,No,No,125,300000,7.2,1,Yes,29.57
689,2019,Male,21,2018,BCSE,10,No,3,3,Online,Yes,Yes,2,Basic,99,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,No,105,62488,8.07,2,No,0.0
690,2022,Male,21,2020,BCSE,2,Yes,4,1,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,No,11,30000,7.86,1,Yes,13.68
691,2022,Male,20,2020,BCSE,2,Yes,3,2,Offline,Yes,Yes,6,Basic,100,No,No,No,Programming,3,Software,Single,No,Bachelor,No,No,12,25000,7.21,0,No,0.0
692,2022,Male,21,2020,BCSE,2,Yes,9,3,Offline,Yes,Yes,3,Advance,90,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,28,40000,8.43,1,Yes,22.31
693,2013,Female,26,2012,BCSE,9,No,2,2,Offline,Yes,Yes,2,Basic,90,Yes,No,Yes,Networking,3,NETWORKING,Married,Yes,Family,No,No,89,50000,6.64,0,Yes,10.61
694,2019,Female,22,2017,BCSE,11,No,2,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,5,Machine Learning,Single,Yes,Family,Yes,No,122,20000,7.99,0,No,0.0
695,2021,Male,19,2020,BCSE,4,No,3,2,Offline,Yes,Yes,1,Basic,95,Yes,No,No,Problem solving,1,Software,Single,No,Family,No,No,31,50000,7.97,2,Yes,12.82
696,2022,Male,20,2018,BCSE,1,Yes,4,2,Offline,Yes,Yes,2,Intermediate,85,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,No,0,30000,7.25,3,Yes,8.15
697,2022,Male,21,2019,BCSE,2,Yes,1,2,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,1,Software,Single,No,Bachelor,No,No,12,40000,7.76,1,Yes,12.37
698,2019,Male,22,2019,BCSE,8,Yes,4,2,Offline,Yes,Yes,3,Advance,100,No,Yes,Yes,Programming,4,NETWORKING,Single,Yes,Bachelor,Yes,Yes,87,80000,6.5,0,Yes,17.78
699,2022,Female,18,2021,BCSE,1,Yes,3,2,Offline,Yes,Yes,2,Advance,95,No,No,Yes,Haven't started yet,1,Software,Single,No,Family,No,No,0,150000,8.24,1,Yes,29.78
700,2022,Female,20,2021,BCSE,1,Yes,2,2,Online,Yes,Yes,1,Intermediate,95,No,No,Yes,Haven't started yet,2,Software,Single,No,Family,No,No,0,45000,7.35,3,Yes,20.93
701,2022,Male,19,2021,BCSE,1,Yes,4,2,Offline,Yes,Yes,2,Basic,62,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,No,0,20000,7.08,3,Yes,8.38
702,2021,Male,22,2020,BCSE,5,No,3,3,Offline,Yes,Yes,3,Intermediate,90,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,Yes,No,36,60000,8.34,4,No,0.0
703,2022,Male,20,2019,BCSE,2,No,4,2,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,No,12,30000,6.94,3,Yes,4.21
704,2020,Male,22,2019,BCSE,8,No,6,2,Offline,Yes,Yes,2,Intermediate,0,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,No,90,36000,6.37,2,Yes,6.41
705,2019,Male,23,2017,BCSE,10,No,4,2,Offline,Yes,Yes,3,Intermediate,95,No,No,No,Programming,6,Software,Single,No,Bachelor,No,No,123,30000,6.25,0,Yes,18.19
706,2014,Female,25,2013,BCSE,24,No,1,1,Online,Yes,Yes,12,Intermediate,80,Yes,Yes,Yes,Software Development,4,Software,Married,No,Family,Yes,Yes,115,20000,7.98,4,No,0.0
707,2022,Male,21,2020,BCSE,2,Yes,3,2,Online,Yes,No,3,Intermediate,98,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,12,20000,6.48,2,Yes,23.66
708,2020,Male,22,2017,BCSE,8,Yes,3,2,Offline,Yes,Yes,1,Intermediate,87,No,No,No,Web development,3,Software,Single,No,Bachelor,No,No,87,30000,8.9,1,Yes,28.39
709,2020,Male,23,2018,BCSE,8,Yes,5,6,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,2,NETWORKING,Single,No,Bachelor,No,No,87,38000,5.83,0,Yes,3.43
710,2019,Male,24,2018,BCSE,11,No,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Software Development,3,Software,Single,Yes,Bachelor,No,No,124,15000,8.86,3,Yes,17.11
711,2020,Male,21,2019,BCSE,8,No,5,4,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,No,89,15000,7.67,0,No,0.0
712,2019,Female,23,2018,BCSE,11,Yes,4,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Networking,4,NETWORKING,Single,Yes,Bachelor,Yes,No,118,50000,7.42,1,No,0.0
713,2022,Male,19,2020,BCSE,2,Yes,4,2,Offline,Yes,Yes,1,Basic,80,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,Yes,No,11,20000,7.06,4,Yes,15.71
714,2022,Male,21,2019,BCSE,2,Yes,4,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,11,20000,7.82,4,Yes,20.71
715,2018,Male,25,2016,BCSE,12,Yes,3,2,Offline,Yes,Yes,2,Advance,90,No,No,No,Web development,2,Software,Single,No,Bachelor,Yes,Yes,136,12000,7.47,4,Yes,18.11
716,2019,Female,22,2017,BCSE,11,No,3,1,Online,Yes,Yes,5,Intermediate,90,No,No,No,Software Development,2,Software,Single,No,Bachelor,No,No,126,30000,8.38,3,No,0.0
717,2020,Female,21,2019,BCSE,8,Yes,3,2,Offline,Yes,Yes,4,Intermediate,94,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,No,85,30000,7.59,2,No,0.0
718,2019,Male,20,2018,BCSE,9,No,2,2,Offline,Yes,Yes,1,Basic,90,No,No,No,Learning frontend,1,NETWORKING,Single,No,Family,No,No,101,30000,7.62,2,Yes,21.55
719,2020,Female,21,2019,BCSE,7,Yes,3,2,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,No,89,55000,7.21,0,No,0.0
720,2022,Male,21,2020,BCSE,2,Yes,5,2,Online,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,4,Competitive programming,Single,No,Family,No,No,11,50000,7.45,3,No,0.0
721,2019,Male,22,2018,BCSE,10,No,3,2,Offline,Yes,No,3,Intermediate,100,No,No,Yes,Networking,2,NETWORKING,Relationship,Yes,Bachelor,No,No,112,50000,7.75,4,Yes,20.77
722,2018,Male,25,2016,BCSE,11,Yes,4,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Software,Single,Yes,Family,No,No,129,60000,6.13,4,Yes,6.16
723,2019,Male,23,2017,BCSE,10,Yes,4,4,Online,Yes,Yes,10,Intermediate,98,No,No,Yes,Programming,2,Software,Relationship,No,Family,No,No,117,15000,6.42,1,Yes,24.59
724,2020,Female,22,2019,BCSE,8,Yes,5,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Married,No,Family,No,No,75,500000,8.09,1,No,0.0
725,2019,Female,23,2017,BCSE,11,Yes,3,2,Offline,Yes,Yes,5,Intermediate,96,No,No,No,Programming,3,NETWORKING,Single,No,Family,No,No,119,20000,7.64,4,No,0.0
726,2019,Male,25,2017,BCSE,11,No,2,1,Offline,Yes,Yes,6,Intermediate,90,No,No,Yes,Programming,4,Software,Single,Yes,Bachelor,No,No,130,50000,7.35,4,No,0.0
727,2019,Male,23,2018,BCSE,11,No,2,3,Offline,Yes,Yes,2,Intermediate,99,Yes,No,No,Web development,0,Hardware,Single,No,Bachelor,No,No,130,15000,7.51,3,No,0.0
728,2019,Female,22,2018,BCSE,11,Yes,4,4,Offline,Yes,Yes,10,Intermediate,99,No,No,Yes,Web development,2,NETWORKING,Single,Yes,Family,No,No,127,62488,7.78,2,Yes,6.33
729,2022,Male,19,2020,BCSE,1,Yes,3,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,1,Software,Single,No,Family,No,No,11,40000,7.07,1,No,0.0
730,2018,Male,23,2016,BCSE,13,No,2,2,Offline,Yes,Yes,5,Basic,75,Yes,Yes,Yes,Programming,1,Hardware,Single,Yes,Bachelor,No,No,120,20000,6.88,2,No,0.0
731,2021,Male,20,2020,BCSE,4,Yes,4,2,Offline,Yes,Yes,2,Basic,85,No,No,No,Programming,3,Software,Single,No,Bachelor,No,No,36,20000,7.66,3,Yes,21.86
732,2021,Male,22,2021,BCSE,4,Yes,4,2,Online,Yes,Yes,2,Basic,80,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,No,24,25000,6.72,4,Yes,14.24
733,2019,Female,22,2018,BCSE,11,Yes,5,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,4,Software,Single,No,Bachelor,Yes,No,135,200000,7.83,2,No,0.0
734,2022,Male,20,2020,BCSE,2,Yes,2,2,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,No,10,25000,6.14,4,Yes,16.87
735,2022,Male,19,2020,BCSE,1,No,5,2,Online,Yes,Yes,7,Basic,90,No,No,No,Programming,3,Software,Single,No,Family,No,No,11,35000,8.32,4,No,0.0
736,2020,Male,22,2019,BCSE,7,No,5,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,2,Software,Single,Yes,Bachelor,Yes,No,90,62488,7.88,0,Yes,27.39
737,2021,Male,21,2020,BCSE,3,Yes,4,2,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Web development,4,Software,Single,No,Family,No,No,23,35000,7.7,2,Yes,27.03
738,2019,Female,22,2018,BCSE,11,No,3,2,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,No,140,40000,8.29,2,No,0.0
739,2021,Male,21,2020,BCSE,3,Yes,4,2,Offline,Yes,Yes,1,Advance,97,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,20,30000,8.83,4,Yes,25.08
740,2022,Male,19,2020,BCSE,1,No,1,1,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,No,11,10000,8.31,3,Yes,16.77
741,2022,Male,20,2020,BCSE,1,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,No,28,25000,6.03,0,Yes,22.88
742,2019,Male,25,2017,BCSE,10,Yes,2,2,Offline,Yes,Yes,1,Intermediate,87,No,No,Yes,Programming,3,Software,Single,Yes,Bachelor,Yes,No,128,40000,6.48,4,No,0.0
743,2021,Male,21,2020,BCSE,3,No,4,2,Offline,Yes,Yes,4,Intermediate,50,No,No,No,Programming,1,Software,Single,No,Family,No,No,23,62488,7.0,1,Yes,16.85
744,2021,Female,21,2020,BCSE,5,Yes,3,2,Offline,Yes,Yes,5,Basic,80,No,No,No,Programming,2,Software,Single,No,Family,No,No,65,20000,7.52,1,No,0.0
745,2021,Female,22,2020,BCSE,4,No,4,2,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,1,Software,Single,No,Bachelor,No,No,23,20000,7.91,0,Yes,26.48
746,2020,Female,22,2019,BCSE,8,No,4,3,Online,Yes,Yes,3,Intermediate,85,No,No,No,Programming,4,Hardware,Single,No,Bachelor,No,No,78,30000,6.92,3,No,0.0
747,2022,Female,20,2021,BCSE,6,No,1,2,Offline,Yes,No,2,Basic,100,Yes,No,Yes,Programming,4,Data Science,Single,No,Family,No,No,50,30000,7.65,4,No,0.0
748,2019,Female,25,2018,BCSE,10,No,5,3,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Cyber security,2,Data Science,Relationship,Yes,Bachelor,No,No,116,34000,6.9,2,Yes,13.87
749,2019,Male,23,2019,BCSE,10,Yes,6,3,Offline,Yes,No,4,Advance,80,No,No,No,Programming,1,Software,Single,Yes,Family,No,No,116,35000,7.01,0,Yes,29.2
750,2021,Female,20,2019,BCSE,6,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,No,No,Machine Learning,2,Hardware,Single,No,Family,No,No,78,35000,6.37,3,Yes,28.17
751,2020,Male,24,2018,BCSE,11,Yes,1,2,Offline,Yes,Yes,8,Advance,100,No,No,Yes,Programming,2,Hardware,Single,No,Bachelor,No,No,140,36000,6.76,2,Yes,23.02
752,2020,Female,20,2019,BCSE,10,No,2,1,Offline,Yes,Yes,8,Intermediate,70,No,No,Yes,Cyber security,1,Data Science,Relationship,No,Bachelor,No,No,116,36000,6.42,1,Yes,10.54
753,2021,Male,20,2020,BCSE,7,No,3,2,Offline,Yes,Yes,7,Basic,60,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,101,37000,6.72,1,Yes,6.55
754,2020,Male,20,2020,BCSE,9,No,1,1,Offline,Yes,No,3,Advance,54,Yes,No,Yes,Networking,3,Hardware,Single,Yes,Family,No,No,127,39000,8.34,2,Yes,26.08
755,2019,Female,22,2019,BCSE,10,No,4,2,Offline,Yes,No,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,Yes,No,126,40000,6.74,0,Yes,7.46
756,2019,Male,21,2019,BCSE,7,No,6,3,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,2,Artificial Intelligence,Single,No,Family,No,No,103,40000,9.61,1,Yes,26.07
757,2022,Male,22,2021,BCSE,5,No,4,1,Offline,Yes,Yes,3,Advance,87,No,No,No,Machine Learning,2,Data Science,Married,No,Bachelor,No,No,67,41000,7.89,4,Yes,16.25
758,2021,Male,23,2019,BCSE,9,No,3,1,Offline,Yes,Yes,3,Intermediate,87,Yes,No,No,Networking,2,Hardware,Married,No,Family,No,No,116,44000,7.65,2,No,0.0
759,2021,Female,21,2020,BCSE,9,No,3,2,Online,Yes,Yes,4,Intermediate,100,No,No,Yes,Cyber security,3,Software,Relationship,No,Bachelor,No,No,117,44000,6.81,2,Yes,13.98
760,2020,Female,20,2020,BCSE,11,No,2,1,Online,Yes,Yes,3,Intermediate,100,No,No,Yes,Networking,2,Hardware,Single,Yes,Family,No,No,136,44000,8.06,1,Yes,27.39
761,2019,Male,22,2018,BCSE,9,No,6,2,Online,Yes,Yes,11,Intermediate,77,No,No,No,Networking,6,UI/UX,Single,Yes,Bachelor,No,No,133,45000,7.04,0,Yes,19.3
762,2022,Female,21,2020,BCSE,5,No,4,2,Offline,Yes,Yes,7,Intermediate,95,No,No,No,Programming,1,Data Science,Single,Yes,Family,No,No,42,45000,7.6,4,No,0.0
763,2021,Male,22,2020,BCSE,6,Yes,5,5,Online,Yes,Yes,7,Advance,70,Yes,Yes,Yes,Web development,3,Hardware,Relationship,Yes,Bachelor,No,No,63,45000,9.55,0,No,0.0
764,2020,Female,20,2020,BCSE,8,No,3,1,Online,Yes,Yes,9,Intermediate,86,Yes,No,No,Programming,2,Data Science,Single,No,Bachelor,Yes,No,119,45000,7.42,3,No,0.0
765,2021,Female,20,2020,BCSE,9,No,4,2,Offline,Yes,Yes,2,Intermediate,78,Yes,No,No,Machine Learning,4,Data Science,Relationship,Yes,Family,No,No,97,45000,8.42,3,No,0.0
766,2020,Female,21,2019,BCSE,9,No,3,1,Online,Yes,Yes,9,Intermediate,100,No,No,Yes,Web development,2,Software,In a relationship,No,Bachelor,No,No,139,46000,6.94,1,Yes,18.57
767,2020,Female,25,2019,BCSE,11,No,1,1,Online,Yes,Yes,3,Intermediate,68,No,No,No,Programming,2,UI/UX,Single,No,Bachelor,No,No,136,49000,7.47,1,No,0.0
768,2020,Female,23,2018,BCSE,11,Yes,6,2,Offline,Yes,Yes,4,Advance,90,Yes,No,Yes,Programming,5,Software,Single,No,Family,No,No,122,50000,8.92,1,No,0.0
769,2022,Male,24,2019,BCSE,4,Yes,3,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Networking,1,Software,Single,No,Family,No,No,46,50000,7.0,3,Yes,18.09
770,2020,Male,25,2019,BCSE,11,No,2,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Networking,4,Hardware,Relationship,No,Bachelor,No,No,136,50000,8.95,0,No,0.0
771,2020,Female,22,2020,BCSE,8,No,2,1,Online,Yes,Yes,2,Basic,50,Yes,No,No,Cyber security,2,Data Science,Relationship,No,Bachelor,No,No,98,50000,8.07,0,Yes,13.02
772,2022,Female,19,2021,BCSE,5,No,1,1,Offline,Yes,Yes,4,Basic,78,No,No,Yes,Programming,2,UI/UX,Single,No,Bachelor,No,No,80,50000,7.05,1,Yes,24.21
773,2019,Female,22,2017,BCSE,10,No,2,1,Online,Yes,Yes,1,Intermediate,80,Yes,No,No,Networking,1,Data Science,Relationship,Yes,Family,no,No,79,52000,8.01,4,Yes,9.83
774,2021,Female,20,2020,BCSE,9,Yes,5,2,Offline,Yes,Yes,3,Advance,100,No,No,No,Web development,4,Data Science,Single,No,Family,No,No,127,52000,8.28,0,Yes,28.35
775,2019,Female,25,2019,BCSE,10,No,4,2,Offline,Yes,Yes,7,Advance,45,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,No,140,54000,8.0,3,No,0.0
776,2020,Male,21,2020,BCSE,10,No,2,2,Offline,Yes,Yes,2,Basic,100,No,No,No,Cyber security,4,Data Science,Single,Yes,Bachelor,No,No,136,55000,6.24,2,Yes,27.14
777,2021,Female,20,2020,BCSE,7,No,2,1,Offline,Yes,Yes,2,Advance,87,No,No,No,Networking,4,Hardware,Relationship,No,Bachelor,No,No,99,55000,6.92,2,Yes,12.11
778,2022,Female,22,2021,BCSE,5,No,2,3,Offline,Yes,No,2,Intermediate,95,Yes,No,No,Networking,2,Hardware,Single,No,Bachelor,No,No,65,55000,7.3,2,Yes,22.7
779,2022,Male,21,2021,BCSE,5,No,2,1,Offline,Yes,No,4,Intermediate,100,No,No,No,Machine Learning,2,UI/UX,Single,No,Bachelor,No,No,66,57000,7.44,4,No,0.0
780,2022,Male,21,2021,BCSE,6,No,2,1,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Web development,2,Software,Married,Yes,Family,No,No,65,58000,8.0,1,Yes,18.48
781,2019,Male,21,2018,BCSE,11,Yes,1,1,Offline,Yes,Yes,7,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,No,Bachelor,No,No,136,59000,7.64,3,Yes,12.12
782,2020,Female,23,2019,BCSE,7,No,2,2,Offline,Yes,Yes,3,Intermediate,90,Yes,No,No,Networking,1,Data Science,Relationship,Yes,Family,No,No,32,60000,6.43,4,No,0.0
783,2020,Female,20,2020,BCSE,11,No,2,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Networking,2,Hardware,Single,No,Bachelor,No,No,136,60000,7.8,3,No,0.0
784,2021,Male,20,2021,BCSE,7,No,4,3,Offline,Yes,Yes,6,Intermediate,80,No,No,No,Machine Learning,3,Hardware,Relationship,Yes,Bachelor,No,No,97,60000,7.99,3,Yes,29.69
785,2021,Female,20,2021,BCSE,7,No,3,1,Online,Yes,Yes,7,Basic,100,Yes,Yes,No,Programming,2,Software,Single,Yes,Bachelor,No,No,103,60000,7.95,1,No,0.0
786,2020,Male,21,2019,BCSE,9,No,4,2,Online,Yes,Yes,5,Advance,100,No,No,Yes,Machine Learning,2,Software,Single,No,Bachelor,No,No,121,61000,8.36,2,No,0.0
787,2020,Male,20,2020,BCSE,10,No,2,2,Offline,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,1,Data Science,Relationship,Yes,Bachelor,No,No,135,61000,8.17,1,No,0.0
788,2020,Male,24,2019,BCSE,11,No,3,3,Online,Yes,Yes,3,Intermediate,46,Yes,No,No,Cyber security,2,Data Science,Single,No,Family,No,No,144,64000,7.87,4,Yes,3.68
789,2020,Male,24,2019,BCSE,11,No,3,3,Offline,Yes,Yes,3,Advance,75,Yes,No,Yes,Networking,1,Hardware,Relationship,Yes,Bachelor,No,No,143,65000,7.44,4,Yes,9.82
790,2020,Male,25,2019,BCSE,10,No,2,2,Offline,Yes,Yes,3,Intermediate,78,No,No,No,Cyber security,2,Data Science,Single,Yes,Bachelor,No,No,78,65000,6.17,4,Yes,17.04
791,2020,Male,20,2020,BCSE,11,No,2,1,Online,Yes,Yes,2,Advance,100,Yes,No,No,Cyber security,2,Data Science,Married,Yes,Family,No,No,136,65000,7.84,1,Yes,17.09
792,2021,Female,20,2020,BCSE,6,No,4,2,Online,Yes,Yes,8,Intermediate,100,No,No,No,Web development,2,Software,Relationship,Yes,Family,No,No,84,66000,7.67,3,Yes,18.9
793,2020,Female,20,2020,BCSE,8,No,4,2,Online,Yes,Yes,6,Advance,100,No,No,Yes,Web development,1,UI/UX,Single,No,Family,No,No,119,66000,7.72,3,Yes,23.3
794,2021,Male,20,2020,BCSE,7,Yes,3,1,Offline,Yes,Yes,5,Intermediate,90,No,No,No,Networking,2,Hardware,Single,No,Bachelor,No,No,102,66000,6.48,0,Yes,19.83
795,2022,Female,21,2021,BCSE,5,No,2,1,Offline,Yes,No,2,Intermediate,46,Yes,No,Yes,Artificial Intelligence,4,Data Science,Single,Yes,Bachelor,No,No,63,66000,6.64,4,Yes,19.21
796,2022,Female,20,2021,BCSE,5,No,3,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Web development,4,Software,Relationship,Yes,Bachelor,No,No,58,66000,8.34,3,Yes,4.44
797,2019,Male,21,2018,BCSE,11,Yes,4,4,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,3,Software,Single,No,Family,No,No,136,67000,7.47,0,No,0.0
798,2019,Male,22,2017,BCSE,10,No,3,1,Online,Yes,Yes,7,Intermediate,100,No,No,No,Web development,2,Software,Single,No,Bachelor,No,No,116,68000,8.05,3,Yes,13.17
799,2020,Male,22,2019,BCSE,10,No,2,1,Offline,Yes,Yes,8,Advance,100,No,No,Yes,Artificial Intelligence,2,Hardware,Single,No,Family,No,No,132,68000,7.52,4,Yes,9.27
800,2020,Male,25,2019,BCSE,11,No,1,2,Offline,Yes,Yes,2,Intermediate,51,No,No,Yes,Artificial Intelligence,4,Data Science,Single,Yes,Bachelor,Yes,No,136,68000,7.52,2,No,0.0
801,2020,Male,22,2019,BCSE,9,No,3,2,Online,Yes,Yes,3,Basic,100,No,No,No,Networking,2,Hardware,Single,Yes,Bachelor,No,No,100,68000,8.25,4,Yes,10.16
802,2021,Female,20,2020,BCSE,8,No,2,2,Offline,Yes,Yes,2,Intermediate,34,Yes,No,No,Cyber security,3,Data Science,Single,No,Bachelor,No,No,88,68000,7.09,1,No,0.0
803,2021,Female,22,2021,BCSE,9,No,1,1,Offline,Yes,No,8,Basic,50,No,No,No,Artificial Intelligence,1,Data Science,Married,Yes,Family,No,No,100,68000,7.58,3,No,0.0
804,2022,Female,21,2021,BCSE,8,Yes,5,2,Online,Yes,Yes,3,Basic,87,No,No,Yes,Cyber security,2,Data Science,Single,No,Bachelor,No,No,88,68000,7.13,3,Yes,17.97
805,2020,Female,23,2018,BCSE,10,No,3,3,Online,Yes,Yes,6,Intermediate,99,Yes,Yes,No,Web development,1,Data Science,Single,No,Family,No,No,123,70000,7.15,1,No,0.0
806,2021,Female,20,2020,BCSE,8,No,3,3,Online,Yes,Yes,2,Intermediate,100,No,No,No,Programming,2,UI/UX,Relationship,No,Family,No,No,101,70000,7.25,1,Yes,8.39
807,2022,Male,20,2020,BCSE,6,No,2,2,Offline,Yes,Yes,2,Intermediate,56,Yes,No,Yes,Programming,2,UI/UX,Single,No,Family,Yes,No,80,70000,7.68,2,Yes,10.94
808,2021,Female,20,2020,BCSE,9,No,1,1,Offline,Yes,Yes,3,Intermediate,76,No,No,Yes,Web development,2,Software,Relationship,No,Bachelor,No,No,70,70000,7.12,3,Yes,9.4
809,2021,Female,24,2021,BCSE,6,No,1,1,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,No,98,70000,8.5,3,Yes,28.61
810,2022,Female,21,2021,BCSE,6,No,2,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Networking,2,Hardware,Relationship,No,Bachelor,No,No,70,70000,6.78,2,No,0.0
811,2022,Female,19,2022,BCSE,3,No,4,3,Online,Yes,Yes,4,Intermediate,63,No,No,No,Web development,2,Software,Relationship,No,Bachelor,Yes,No,35,70000,7.35,0,Yes,28.51
812,2021,Female,20,2020,BCSE,9,No,2,1,Online,Yes,Yes,6,Advance,90,No,No,Yes,Machine Learning,2,Software,Relationship,No,Family,No,No,23,71000,7.15,2,Yes,19.47
813,2022,Male,20,2021,BCSE,6,No,4,2,Offline,Yes,Yes,3,Intermediate,68,Yes,No,No,Networking,4,Hardware,Married,Yes,Family,No,No,70,74000,8.66,4,Yes,27.96
814,2020,Female,21,2019,BCSE,10,No,6,2,Offline,Yes,Yes,4,Intermediate,80,No,No,No,Networking,4,Hardware,Relationship,No,Bachelor,Yes,No,116,75000,7.66,3,Yes,24.22
815,2020,Male,20,2020,BCSE,11,No,1,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Networking,1,Hardware,Relationship,No,Bachelor,No,No,136,75000,8.33,1,Yes,18.93
816,2021,Female,24,2019,BCSE,10,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Artificial Intelligence,2,Data Science,Relationship,No,Bachelor,No,No,116,76000,6.31,4,Yes,3.17
817,2021,Female,20,2020,BCSE,9,No,2,3,Online,Yes,Yes,3,Advance,100,Yes,No,No,Cyber security,2,Data Science,Single,Yes,Family,No,No,100,76000,7.71,3,No,0.0
818,2021,Male,20,2020,BCSE,9,Yes,4,1,Offline,Yes,Yes,2,Advance,100,Yes,No,Yes,Machine Learning,2,Data Science,Relationship,Yes,Bachelor,No,No,100,76000,8.21,2,Yes,23.86
819,2020,Male,22,2020,BCSE,9,No,2,1,Offline,Yes,Yes,2,Advance,100,Yes,No,Yes,Networking,4,Hardware,Married,No,Family,Yes,No,100,76000,7.57,4,Yes,21.97
820,2022,Male,20,2021,BCSE,5,No,3,2,Online,Yes,Yes,3,Intermediate,100,No,No,No,Networking,3,Hardware,Single,No,Bachelor,No,No,71,76000,8.35,3,Yes,19.61
821,2022,Male,25,2018,BCSE,6,No,3,2,Online,Yes,Yes,8,Advance,100,No,No,No,Programming,3,UI/UX,Single,No,Bachelor,Yes,No,143,77000,7.09,0,Yes,23.53
